record_id,state,district,block_taluka,station_location,longitude,latitude,year,month,season,ph,ec_us_cm,tds_mg_l,cl_mg_l,no3_mg_l,so4_mg_l,f_mg_l,total_hardness_mg_l,fe_mg_l,as_ppb,u_ppb,rainfall_mm,rainfall_source,rainfall_year,health_value,health_indicator,health_source,health_year,water_source,water_year,data_availability_status,data_type,rainfall_anomaly,rainfall_change,anomaly_score,abnormal_pattern_flag,risk_score,health_risk_component,water_risk_component,env_risk_component,hist_risk_component,vuln_risk_component,abnormal_risk_component,risk_class
DEMO_REC_0394,Tamil Nadu,Madurai,Madurai Central,Madurai Station-5,78.0893,9.8762,2022,November,Post-Monsoon,7.46,1195.7,777.2,85.1,6.3,64.6,0.92,341.3,0.07,8.46,0.42,39.8,Synthetic Environmental Simulation,2022,95,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.67,-72.86,-0.131,0,26.0,0.42,0.04,0.33,0.25,0.35,0.12,LOW
DEMO_REC_0395,Tamil Nadu,Tiruchirappalli,Tiruchirappalli Central,Tiruchirappalli Station-1,78.7155,10.8368,2023,November,Post-Monsoon,7.17,1231.6,800.5,94.6,16.2,136.2,0.82,381.1,0.07,1.93,4.01,59.2,Synthetic Environmental Simulation,2023,82,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.55,-59.64,-0.155,0,24.8,0.36,0.04,0.36,0.25,0.35,0.03,LOW
DEMO_REC_0396,Andhra Pradesh,Visakhapatnam,Visakhapatnam Central,Visakhapatnam Station-2,83.2478,17.658,2024,November,Post-Monsoon,7.03,1570.3,1020.7,239.9,23.1,115.6,1.3,264.1,0.66,1.54,2.8,55.4,Synthetic Environmental Simulation,2024,51,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.57,-62.23,-0.13,0,28.4,0.23,0.07,0.36,0.65,0.35,0.13,LOW
DEMO_REC_0397,Andhra Pradesh,Vijayawada,Vijayawada Central,Vijayawada Station-3,80.6499,16.4898,2022,May,Pre-Monsoon,6.99,798.2,518.8,139.2,34.3,159.1,1.03,202.9,0.01,0.84,2.42,27.5,Synthetic Environmental Simulation,2022,107,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.75,-81.25,-0.101,0,26.6,0.48,0.0,0.31,0.25,0.35,0.23,LOW
DEMO_REC_0398,Andhra Pradesh,Guntur,Guntur Central,Guntur Station-4,80.4746,16.285,2023,May,Pre-Monsoon,7.88,1713.7,1113.9,134.2,58.7,117.1,1.28,285.2,0.13,3.44,2.39,19.9,Synthetic Environmental Simulation,2023,95,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.8,-86.43,0.018,1,36.5,0.42,0.13,0.3,0.65,0.35,0.68,MODERATE
DEMO_REC_0399,Andhra Pradesh,Anantapur,Anantapur Central,Anantapur Station-5,77.6213,14.6397,2024,May,Pre-Monsoon,7.13,1129.8,734.4,229.6,26.3,126.3,1.71,252.3,0.33,1.32,1.91,49.3,Synthetic Environmental Simulation,2024,47,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.61,-66.39,-0.158,0,20.8,0.21,0.05,0.35,0.25,0.35,0.02,LOW
DEMO_REC_0400,Assam,Kamrup Metropolitan,Kamrup Metropolitan Central,Kamrup Metropolitan Station-1,91.7112,26.1232,2022,July,Monsoon,6.77,1032.2,670.9,256.3,72.7,147.5,0.34,264.2,0.44,5.8,1.77,559.7,Synthetic Environmental Simulation,2022,188,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,2.59,281.62,0.033,1,60.9,0.84,0.12,1.0,0.65,0.35,0.73,HIGH
DEMO_REC_0401,Assam,Cachar,Cachar Central,Cachar Station-2,92.7812,24.864,2023,July,Monsoon,7.23,1453.5,944.8,198.0,21.0,137.7,0.67,216.7,0.14,1.74,3.88,377.8,Synthetic Environmental Simulation,2023,62,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,1.45,157.59,-0.098,0,34.1,0.28,0.06,0.86,0.25,0.35,0.25,MODERATE
DEMO_REC_0402,Arunachal Pradesh,Papum Pare,Papum Pare Central,Papum Pare Station-3,93.6352,27.1025,2024,July,Monsoon,7.48,1456.6,946.8,151.4,17.0,165.3,1.12,261.1,0.8,7.38,0.22,521.0,Synthetic Environmental Simulation,2024,119,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,2.35,255.23,-0.028,0,44.5,0.53,0.06,1.0,0.25,0.35,0.51,MODERATE
DEMO_REC_0403,Kerala,Wayanad,Wayanad Central,Wayanad Station-4,76.1498,11.6761,2022,November,Post-Monsoon,6.85,1379.7,896.8,179.7,5.4,88.7,0.69,217.2,0.67,1.41,0.66,57.1,Synthetic Environmental Simulation,2022,96,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.56,-61.07,-0.119,0,27.3,0.43,0.05,0.36,0.25,0.35,0.17,LOW
DEMO_REC_0404,Karnataka,Raichur,Raichur Central,Raichur Station-5,77.3141,16.1897,2023,November,Post-Monsoon,7.01,681.0,442.7,123.3,9.8,141.4,0.96,150.6,0.13,3.43,6.72,29.7,Synthetic Environmental Simulation,2023,36,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.73,-79.75,-0.084,0,19.1,0.16,0.0,0.32,0.25,0.35,0.3,LOW
DEMO_REC_0405,Maharashtra,Latur,Latur Central,Latur Station-1,76.5897,18.3983,2024,November,Post-Monsoon,7.67,1508.2,980.3,277.0,5.7,165.1,1.08,323.1,0.42,0.04,2.18,37.7,Synthetic Environmental Simulation,2024,95,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.68,-74.3,-0.098,0,27.2,0.42,0.06,0.33,0.25,0.35,0.25,LOW
DEMO_REC_0406,Tamil Nadu,Salem,Salem Central,Salem Station-2,78.1333,11.6159,2022,May,Pre-Monsoon,7.44,472.1,306.9,126.0,32.4,176.7,1.29,311.2,0.13,4.14,1.05,76.5,Synthetic Environmental Simulation,2022,66,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.44,-47.84,-0.017,0,31.1,0.29,0.0,0.39,0.65,0.35,0.55,MODERATE
DEMO_REC_0407,Tamil Nadu,Chennai,Chennai Central,Chennai Station-3,80.2613,13.0554,2023,May,Pre-Monsoon,7.38,1329.3,864.0,140.6,27.5,94.2,0.81,62.8,0.07,0.35,0.04,43.3,Synthetic Environmental Simulation,2023,20,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.65,-70.48,-0.147,0,23.7,0.09,0.05,0.34,0.65,0.35,0.06,LOW
DEMO_REC_0408,Tamil Nadu,Coimbatore,Coimbatore Central,Coimbatore Station-4,76.9496,10.9757,2024,May,Pre-Monsoon,6.9,857.4,557.3,241.7,16.1,110.9,0.43,230.8,0.98,4.12,1.85,25.3,Synthetic Environmental Simulation,2024,18,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.76,-82.75,-0.125,0,16.4,0.08,0.01,0.31,0.25,0.35,0.14,LOW
DEMO_REC_0409,Tamil Nadu,Madurai,Madurai Central,Madurai Station-5,78.0876,9.9461,2022,July,Monsoon,7.02,1149.2,747.0,216.4,39.1,143.2,1.26,313.5,0.64,1.42,4.13,379.9,Synthetic Environmental Simulation,2022,113,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,1.46,159.02,-0.101,0,39.1,0.5,0.03,0.87,0.25,0.35,0.23,MODERATE
DEMO_REC_0410,Tamil Nadu,Tiruchirappalli,Tiruchirappalli Central,Tiruchirappalli Station-1,78.6834,10.7813,2023,July,Monsoon,6.47,1387.9,902.1,170.8,45.6,93.0,0.55,242.7,0.1,3.94,7.09,288.8,Synthetic Environmental Simulation,2023,62,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,0.89,96.91,-0.053,0,32.1,0.28,0.06,0.72,0.25,0.35,0.41,MODERATE
DEMO_REC_0411,Andhra Pradesh,Visakhapatnam,Visakhapatnam Central,Visakhapatnam Station-2,83.2492,17.6879,2024,July,Monsoon,7.51,1244.1,808.7,220.0,12.6,60.5,0.51,393.3,0.27,0.8,1.53,128.0,Synthetic Environmental Simulation,2024,101,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.12,-12.73,-0.11,0,35.9,0.45,0.04,0.47,0.65,0.35,0.2,MODERATE
DEMO_REC_0412,Andhra Pradesh,Vijayawada,Vijayawada Central,Vijayawada Station-3,80.6785,16.5501,2022,November,Post-Monsoon,7.27,1606.8,1044.4,224.7,12.8,107.8,0.73,133.1,0.98,0.94,0.31,31.2,Synthetic Environmental Simulation,2022,25,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.72,-78.73,-0.116,0,19.1,0.11,0.07,0.32,0.25,0.35,0.18,LOW
DEMO_REC_0413,Andhra Pradesh,Guntur,Guntur Central,Guntur Station-4,80.423,16.3195,2023,November,Post-Monsoon,7.22,1711.9,1112.7,116.1,22.9,129.1,0.45,291.7,0.49,1.78,0.17,36.6,Synthetic Environmental Simulation,2023,114,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.69,-75.05,-0.088,0,35.9,0.51,0.08,0.33,0.65,0.35,0.28,MODERATE
DEMO_REC_0414,Andhra Pradesh,Anantapur,Anantapur Central,Anantapur Station-5,77.6366,14.7252,2024,November,Post-Monsoon,7.14,1848.7,1201.7,181.0,27.7,141.3,0.6,238.2,0.07,2.82,1.56,61.8,Synthetic Environmental Simulation,2024,60,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.53,-57.86,-0.043,0,25.9,0.27,0.09,0.37,0.25,0.35,0.45,LOW
DEMO_REC_0415,Assam,Kamrup Metropolitan,Kamrup Metropolitan Central,Kamrup Metropolitan Station-1,91.7252,26.1308,2022,May,Pre-Monsoon,7.21,1308.6,850.6,265.9,10.8,176.3,1.38,287.4,0.12,4.54,1.11,78.7,Synthetic Environmental Simulation,2022,75,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.43,-46.34,-0.14,0,31.1,0.33,0.05,0.39,0.65,0.35,0.09,MODERATE
DEMO_REC_0416,Assam,Cachar,Cachar Central,Cachar Station-2,92.7361,24.8432,2023,May,Pre-Monsoon,7.24,1252.3,814.0,220.2,5.1,98.0,1.66,294.8,0.95,0.2,2.28,27.8,Synthetic Environmental Simulation,2023,80,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.75,-81.05,-0.122,0,24.6,0.36,0.06,0.31,0.25,0.35,0.16,LOW
DEMO_REC_0417,Arunachal Pradesh,Papum Pare,Papum Pare Central,Papum Pare Station-3,93.5852,27.0806,2024,May,Pre-Monsoon,6.57,1027.4,667.8,117.5,4.0,78.2,0.73,180.1,0.2,3.04,0.09,43.2,Synthetic Environmental Simulation,2024,79,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.65,-70.55,-0.079,0,24.9,0.35,0.02,0.34,0.25,0.35,0.32,LOW
DEMO_REC_0418,Kerala,Wayanad,Wayanad Central,Wayanad Station-4,76.1142,11.656,2022,July,Monsoon,7.47,1181.4,767.9,160.2,8.3,152.4,1.7,273.2,0.15,1.69,6.8,250.6,Synthetic Environmental Simulation,2022,77,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,0.65,70.86,-0.11,0,31.5,0.34,0.06,0.66,0.25,0.35,0.2,MODERATE
DEMO_REC_0419,Karnataka,Raichur,Raichur Central,Raichur Station-5,77.3822,16.2257,2023,July,Monsoon,6.49,1659.9,1078.9,113.3,31.7,90.3,1.5,339.3,0.02,0.15,7.85,298.3,Synthetic Environmental Simulation,2023,67,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,0.95,103.39,-0.033,0,33.8,0.3,0.08,0.74,0.25,0.35,0.49,MODERATE
DEMO_REC_0420,Maharashtra,Latur,Latur Central,Latur Station-1,76.5277,18.388,2024,July,Monsoon,7.5,1122.3,729.5,268.4,5.5,190.0,0.36,365.5,0.15,2.62,3.59,193.1,Synthetic Environmental Simulation,2024,91,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,0.29,31.66,-0.091,0,31.0,0.4,0.03,0.57,0.25,0.35,0.27,MODERATE
DEMO_REC_0421,Tamil Nadu,Salem,Salem Central,Salem Station-2,78.1119,11.6655,2022,November,Post-Monsoon,7.63,1172.5,762.1,81.8,11.6,160.6,1.44,339.4,0.23,0.01,0.23,11.9,Synthetic Environmental Simulation,2022,47,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.85,-91.89,-0.126,0,25.8,0.21,0.03,0.29,0.65,0.35,0.14,LOW
DEMO_REC_0422,Tamil Nadu,Chennai,Chennai Central,Chennai Station-3,80.2344,13.109,2023,November,Post-Monsoon,7.37,1097.5,713.4,115.5,0.7,103.1,1.11,362.4,0.34,3.03,9.37,-2.7,Synthetic Environmental Simulation,2023,73,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.94,-101.84,-0.077,0,29.0,0.32,0.03,0.27,0.65,0.35,0.32,LOW
DEMO_REC_0423,Tamil Nadu,Coimbatore,Coimbatore Central,Coimbatore Station-4,76.9929,11.0601,2024,November,Post-Monsoon,7.5,1809.1,1175.9,166.4,10.9,158.8,0.47,290.3,0.31,4.74,1.04,29.9,Synthetic Environmental Simulation,2024,43,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.73,-79.61,-0.044,0,22.9,0.19,0.09,0.32,0.25,0.35,0.45,LOW
DEMO_REC_0424,Tamil Nadu,Madurai,Madurai Central,Madurai Station-5,78.1526,9.9501,2022,May,Pre-Monsoon,7.27,716.3,465.6,222.1,13.4,77.3,0.35,272.2,0.88,0.69,0.82,81.0,Synthetic Environmental Simulation,2022,81,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.41,-44.77,-0.091,0,25.6,0.36,0.0,0.4,0.25,0.35,0.27,LOW
DEMO_REC_0425,Tamil Nadu,Tiruchirappalli,Tiruchirappalli Central,Tiruchirappalli Station-1,78.7368,10.8111,2023,May,Pre-Monsoon,7.54,1453.4,944.7,252.3,6.7,85.0,0.88,355.0,0.03,2.82,0.86,35.8,Synthetic Environmental Simulation,2023,87,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.7,-75.59,-0.122,0,25.7,0.39,0.06,0.33,0.25,0.35,0.16,LOW
DEMO_REC_0426,Andhra Pradesh,Visakhapatnam,Visakhapatnam Central,Visakhapatnam Station-2,83.1965,17.7174,2024,May,Pre-Monsoon,7.21,713.6,463.8,207.1,14.6,165.2,1.13,223.8,0.51,8.02,4.72,41.8,Synthetic Environmental Simulation,2024,57,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.66,-71.5,-0.112,0,27.3,0.25,0.0,0.34,0.65,0.35,0.19,LOW
DEMO_REC_0427,Andhra Pradesh,Vijayawada,Vijayawada Central,Vijayawada Station-3,80.6597,16.5295,2022,July,Monsoon,8.2,987.2,641.7,235.3,34.7,115.1,1.68,248.9,0.27,1.76,0.05,377.9,Synthetic Environmental Simulation,2022,64,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,1.45,157.66,-0.004,0,35.5,0.28,0.04,0.86,0.25,0.35,0.6,MODERATE
DEMO_REC_0428,Andhra Pradesh,Guntur,Guntur Central,Guntur Station-4,80.4248,16.35,2023,July,Monsoon,7.17,692.2,449.9,232.4,21.2,55.6,0.48,46.0,0.49,0.71,6.9,501.6,Synthetic Environmental Simulation,2023,28,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,2.23,242.0,-0.001,0,39.4,0.12,0.0,1.0,0.65,0.35,0.61,MODERATE
DEMO_REC_0429,Andhra Pradesh,Anantapur,Anantapur Central,Anantapur Station-5,77.5956,14.6953,2024,July,Monsoon,7.29,816.4,530.7,182.1,4.1,148.2,0.32,328.3,0.02,6.35,6.22,267.2,Synthetic Environmental Simulation,2024,104,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,0.76,82.18,-0.068,0,34.5,0.46,0.0,0.69,0.25,0.35,0.36,MODERATE
DEMO_REC_0430,Assam,Kamrup Metropolitan,Kamrup Metropolitan Central,Kamrup Metropolitan Station-1,91.7198,26.1683,2022,November,Post-Monsoon,7.05,1727.0,1122.5,168.3,76.7,161.5,0.76,395.5,0.03,0.24,7.7,29.9,Synthetic Environmental Simulation,2022,58,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.73,-79.61,0.008,1,34.2,0.26,0.2,0.32,0.65,0.35,0.64,MODERATE
DEMO_REC_0431,Assam,Cachar,Cachar Central,Cachar Station-2,92.7609,24.8143,2023,November,Post-Monsoon,7.35,1358.0,882.7,150.4,39.6,85.9,1.03,306.5,1.05,3.22,0.71,86.3,Synthetic Environmental Simulation,2023,81,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.38,-41.16,-0.119,0,26.5,0.36,0.05,0.41,0.25,0.35,0.17,LOW
DEMO_REC_0432,Arunachal Pradesh,Papum Pare,Papum Pare Central,Papum Pare Station-3,93.5891,27.0908,2024,November,Post-Monsoon,7.56,1213.2,788.6,268.3,32.1,123.3,1.62,201.4,0.16,1.64,0.22,26.3,Synthetic Environmental Simulation,2024,96,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.76,-82.07,-0.133,0,26.0,0.43,0.05,0.31,0.25,0.35,0.11,LOW
DEMO_REC_0433,Kerala,Wayanad,Wayanad Central,Wayanad Station-4,76.1281,11.6637,2022,May,Pre-Monsoon,6.73,871.0,566.1,210.6,28.3,133.9,1.24,219.2,0.87,0.36,4.47,52.3,Synthetic Environmental Simulation,2022,66,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.59,-64.34,-0.125,0,22.6,0.29,0.01,0.35,0.25,0.35,0.15,LOW
DEMO_REC_0434,Karnataka,Raichur,Raichur Central,Raichur Station-5,77.3587,16.1622,2023,May,Pre-Monsoon,7.54,1295.1,841.8,180.5,9.8,77.6,0.72,334.3,0.52,2.19,2.13,67.9,Synthetic Environmental Simulation,2023,87,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.49,-53.7,-0.128,0,26.3,0.39,0.05,0.38,0.25,0.35,0.13,LOW
DEMO_REC_0435,Maharashtra,Latur,Latur Central,Latur Station-1,76.5834,18.4169,2024,May,Pre-Monsoon,6.84,1820.4,1183.3,171.2,6.4,122.9,1.59,153.9,0.08,1.65,6.54,39.1,Synthetic Environmental Simulation,2024,33,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.68,-73.34,-0.039,0,22.4,0.15,0.1,0.33,0.25,0.35,0.47,LOW
DEMO_REC_0436,Tamil Nadu,Salem,Salem Central,Salem Station-2,78.1316,11.6951,2022,July,Monsoon,6.96,1920.5,1248.3,172.2,43.5,50.6,1.02,182.1,0.05,0.74,7.38,489.6,Synthetic Environmental Simulation,2022,151,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,2.15,233.82,0.057,1,56.6,0.67,0.1,1.0,0.65,0.35,0.82,HIGH
DEMO_REC_0437,Tamil Nadu,Chennai,Chennai Central,Chennai Station-3,80.2712,13.0813,2023,July,Monsoon,7.38,1036.6,673.8,186.1,7.5,86.7,1.08,254.4,0.04,6.79,0.61,269.2,Synthetic Environmental Simulation,2023,45,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,0.77,83.55,-0.111,0,33.7,0.2,0.02,0.69,0.65,0.35,0.2,MODERATE
DEMO_REC_0438,Tamil Nadu,Coimbatore,Coimbatore Central,Coimbatore Station-4,77.0002,11.0088,2024,July,Monsoon,6.6,1105.0,718.2,202.1,23.1,121.6,0.96,317.3,0.09,4.89,2.37,323.9,Synthetic Environmental Simulation,2024,60,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,1.11,120.84,-0.093,0,31.5,0.27,0.03,0.78,0.25,0.35,0.26,MODERATE
DEMO_REC_0439,Tamil Nadu,Madurai,Madurai Central,Madurai Station-5,78.126,9.9095,2022,November,Post-Monsoon,7.44,1082.2,703.4,161.9,8.3,137.6,1.75,230.2,0.45,0.06,2.75,63.0,Synthetic Environmental Simulation,2022,108,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.53,-57.05,-0.142,0,28.3,0.48,0.05,0.37,0.25,0.35,0.08,LOW
DEMO_REC_0440,Tamil Nadu,Tiruchirappalli,Tiruchirappalli Central,Tiruchirappalli Station-1,78.741,10.8074,2023,November,Post-Monsoon,7.42,1338.1,869.8,169.1,14.1,133.4,1.66,321.7,0.02,0.11,3.82,6.9,Synthetic Environmental Simulation,2023,27,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.88,-95.3,-0.137,0,18.0,0.12,0.07,0.28,0.25,0.35,0.1,LOW
DEMO_REC_0441,Andhra Pradesh,Visakhapatnam,Visakhapatnam Central,Visakhapatnam Station-2,83.2011,17.7154,2024,November,Post-Monsoon,7.06,1633.9,1062.0,138.7,44.1,117.5,0.97,233.9,0.68,0.34,0.39,49.2,Synthetic Environmental Simulation,2024,35,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.61,-66.45,-0.082,0,27.5,0.16,0.07,0.35,0.65,0.35,0.31,LOW
DEMO_REC_0442,Andhra Pradesh,Vijayawada,Vijayawada Central,Vijayawada Station-3,80.6738,16.4657,2022,May,Pre-Monsoon,6.98,1652.7,1074.3,196.9,68.0,85.3,0.61,511.7,0.1,7.41,5.54,50.6,Synthetic Environmental Simulation,2022,83,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.6,-65.5,-0.027,0,30.0,0.37,0.16,0.35,0.25,0.35,0.51,LOW
DEMO_REC_0443,Andhra Pradesh,Guntur,Guntur Central,Guntur Station-4,80.4412,16.3529,2023,May,Pre-Monsoon,7.27,1004.3,652.8,189.9,37.3,129.4,1.5,273.5,0.3,0.87,1.4,34.3,Synthetic Environmental Simulation,2023,64,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.71,-76.61,-0.136,0,27.9,0.28,0.02,0.32,0.65,0.35,0.1,LOW
DEMO_REC_0444,Andhra Pradesh,Anantapur,Anantapur Central,Anantapur Station-5,77.5804,14.7152,2024,May,Pre-Monsoon,7.28,1210.3,786.7,150.7,29.1,113.5,1.78,288.0,0.18,7.44,0.85,38.6,Synthetic Environmental Simulation,2024,31,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.68,-73.68,-0.152,0,19.2,0.14,0.07,0.33,0.25,0.35,0.04,LOW
DEMO_REC_0445,Assam,Kamrup Metropolitan,Kamrup Metropolitan Central,Kamrup Metropolitan Station-1,91.7265,26.1553,2022,July,Monsoon,7.43,1012.4,658.1,241.1,70.4,125.8,1.13,214.1,0.06,0.14,0.25,616.1,Synthetic Environmental Simulation,2022,141,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,2.95,320.07,0.034,1,55.4,0.63,0.11,1.0,0.65,0.35,0.74,HIGH
